text,label_binary,label_original,dataset_name,norm_key,dedup_key
"উনার মত  একজন  বীর যোদ্ধার মৃতকতে জাতি শোকাহত, উনার আত্মার মাগফেরাত কামনা করছি",0,0.0,banglasarc,"উনার মত একজন বীর যোদ্ধার মৃতকতে জাতি শোকাহত, উনার আত্মার মাগফেরাত কামনা করছি","উনার মত একজন বীর যোদ্ধার মৃতকতে জাতি শোকাহত, উনার আত্মার মাগফেরাত কামনা করছি"
"আমি আমার সময়ে কিছু প্রিক্সের সাথে দেখা করেছি, তবে আপনি আমার বন্ধু, এফ..কিং ক্যাকটাস।",1,1.0,banglasarc,"আমি আমার সময়ে কিছু প্রিক্সের সাথে দেখা করেছি, তবে আপনি আমার বন্ধু, এফ..কিং ক্যাকটাস।","আমি আমার সময়ে কিছু প্রিক্সের সাথে দেখা করেছি, তবে আপনি আমার বন্ধু, এফ..কিং ক্যাকটাস।"
কুত্তার ঘরে কি ঘোড়ার বাচ্চা আশা করা যায়?? মুরগী কবির এর জারজ এর কাছ থেকে এর চেয়ে আর কি আশা করা যায়?,0,0.0,banglasarc,কুত্তার ঘরে কি ঘোড়ার বাচ্চা আশা করা যায়?? মুরগী কবির এর জারজ এর কাছ থেকে এর চেয়ে আর কি আশা করা যায়?,কুত্তার ঘরে কি ঘোড়ার বাচ্চা আশা করা যায়?? মুরগী কবির এর জারজ এর কাছ থেকে এর চেয়ে আর কি আশা করা যায়?
যাক সবাই পাল্টে....,0,0.0,banglasarc,যাক সবাই পাল্টে....,যাক সবাই পাল্টে....
থান্ডার আমাকে 830 এ জেগে উঠলে এটি ভালবাসুন,1,1.0,banglasarc,থান্ডার আমাকে 830 এ জেগে উঠলে এটি ভালবাসুন,থান্ডার আমাকে 830 এ জেগে উঠলে এটি ভালবাসুন
"আল্লাহ আপনাকে সুস্থ রাখুন, আরো সম্পদ দান করুন যাতে আরো মানুষের কল্যানে কাজ করতে পারেন",0,0.0,banglasarc,"আল্লাহ আপনাকে সুস্থ রাখুন, আরো সম্পদ দান করুন যাতে আরো মানুষের কল্যানে কাজ করতে পারেন","আল্লাহ আপনাকে সুস্থ রাখুন, আরো সম্পদ দান করুন যাতে আরো মানুষের কল্যানে কাজ করতে পারেন"
আপনি যদি ভূতকে বিশ্বাস না করেন তবে আপনি কখনও পারিবারিক পুনর্মিলনে যাননি,1,1.0,banglasarc,আপনি যদি ভূতকে বিশ্বাস না করেন তবে আপনি কখনও পারিবারিক পুনর্মিলনে যাননি,আপনি যদি ভূতকে বিশ্বাস না করেন তবে আপনি কখনও পারিবারিক পুনর্মিলনে যাননি
"আমার আত্মার সহকর্মী কোথাও বাইরে আছে, একটি টান দরজাটি চাপছে।আমি শুধু এটা জানি।",1,1.0,banglasarc,"আমার আত্মার সহকর্মী কোথাও বাইরে আছে, একটি টান দরজাটি চাপছে।আমি শুধু এটা জানি।","আমার আত্মার সহকর্মী কোথাও বাইরে আছে, একটি টান দরজাটি চাপছে।আমি শুধু এটা জানি।"
ব্যাকরণআপনার বিষ্ঠা জানার এবং আপনি বিষ্ঠা জেনে থাকার মধ্যে পার্থক্য।,1,1.0,banglasarc,ব্যাকরণআপনার বিষ্ঠা জানার এবং আপনি বিষ্ঠা জেনে থাকার মধ্যে পার্থক্য।,ব্যাকরণআপনার বিষ্ঠা জানার এবং আপনি বিষ্ঠা জেনে থাকার মধ্যে পার্থক্য।
যেদিন ধর্ম নিয়ে বাড়াবাড়ি বন্ধ হবে। সেদিন আল্লাহ মাফ করবে। তার আগে নয়।,0,0.0,banglasarc,যেদিন ধর্ম নিয়ে বাড়াবাড়ি বন্ধ হবে। সেদিন আল্লাহ মাফ করবে। তার আগে নয়।,যেদিন ধর্ম নিয়ে বাড়াবাড়ি বন্ধ হবে। সেদিন আল্লাহ মাফ করবে। তার আগে নয়।
ছেলেটাকে ভালো লাগে অনেক,0,0.0,banglasarc,ছেলেটাকে ভালো লাগে অনেক,ছেলেটাকে ভালো লাগে অনেক
আমি কটাক্ষ ভালবাসি।এটি মুখে লোককে ঘুষি দেওয়ার মতো তবে শব্দের সাথে,1,1.0,banglasarc,আমি কটাক্ষ ভালবাসি।এটি মুখে লোককে ঘুষি দেওয়ার মতো তবে শব্দের সাথে,আমি কটাক্ষ ভালবাসি।এটি মুখে লোককে ঘুষি দেওয়ার মতো তবে শব্দের সাথে
জীবন একটি যৌন সংক্রামিত রোগ।,1,1.0,banglasarc,জীবন একটি যৌন সংক্রামিত রোগ।,জীবন একটি যৌন সংক্রামিত রোগ।
শুভ জন্মদিন আমার বাংলাদেশ। জয় বাংলা।,0,0.0,banglasarc,শুভ জন্মদিন আমার বাংলাদেশ। জয় বাংলা।,শুভ জন্মদিন আমার বাংলাদেশ। জয় বাংলা।
আমি যখন একা ছিলাম তখন আমার পক্ষ ছেড়ে যাওয়ার জন্য আপনাকে ধন্যবাদ।আমি বুঝতে পেরেছি আমি তোমাকে ছাড়া অনেক কিছু করতে পারি।,1,1.0,banglasarc,আমি যখন একা ছিলাম তখন আমার পক্ষ ছেড়ে যাওয়ার জন্য আপনাকে ধন্যবাদ।আমি বুঝতে পেরেছি আমি তোমাকে ছাড়া অনেক কিছু করতে পারি।,আমি যখন একা ছিলাম তখন আমার পক্ষ ছেড়ে যাওয়ার জন্য আপনাকে ধন্যবাদ।আমি বুঝতে পেরেছি আমি তোমাকে ছাড়া অনেক কিছু করতে পারি।
"আমার ধারণা নাস্তিকতা তুলনা মুলক ধনী ও কিছুটা মেধাবী তরুণদের একটি একটি হাল ফ্যাশন।হয়তো তারা কোনো একটা কাঙ্খিত কিছু না পেয়ে মন খারাপ করে স্রষ্টা বিরোধী হয়েছেনঅথবা সামর্থানুযায়ী ভোগের ক্ষেত্রে স্থানীয় ধর্মীয় বাধা পেয়ে তা থেকে দূরে থাকার উদ্দেশ্য নাস্তিকতা প্রকাশ করেছেন।তবে আমি মনে করি চিন্তার কোনো কারণ নেই, এরা যখন এমন কোনো বিপদে পরবে যার সমাধান তাদের ধারন ক্ষমতার বাইরে, তখনই তারা আবার স্রষ্টার শক্তি স্বীকার করে ধর্মে ফিরে আসবে।  কেবল কিছু দিনের অপেক্ষা আর কি।",0,0.0,banglasarc,"আমার ধারণা নাস্তিকতা তুলনা মুলক ধনী ও কিছুটা মেধাবী তরুণদের একটি একটি হাল ফ্যাশন।হয়তো তারা কোনো একটা কাঙ্খিত কিছু না পেয়ে মন খারাপ করে স্রষ্টা বিরোধী হয়েছেনঅথবা সামর্থানুযায়ী ভোগের ক্ষেত্রে স্থানীয় ধর্মীয় বাধা পেয়ে তা থেকে দূরে থাকার উদ্দেশ্য নাস্তিকতা প্রকাশ করেছেন।তবে আমি মনে করি চিন্তার কোনো কারণ নেই, এরা যখন এমন কোনো বিপদে পরবে যার সমাধান তাদের ধারন ক্ষমতার বাইরে, তখনই তারা আবার স্রষ্টার শক্তি স্বীকার করে ধর্মে ফিরে আসবে। কেবল কিছু দিনের অপেক্ষা আর কি।","আমার ধারণা নাস্তিকতা তুলনা মুলক ধনী ও কিছুটা মেধাবী তরুণদের একটি একটি হাল ফ্যাশন।হয়তো তারা কোনো একটা কাঙ্খিত কিছু না পেয়ে মন খারাপ করে স্রষ্টা বিরোধী হয়েছেনঅথবা সামর্থানুযায়ী ভোগের ক্ষেত্রে স্থানীয় ধর্মীয় বাধা পেয়ে তা থেকে দূরে থাকার উদ্দেশ্য নাস্তিকতা প্রকাশ করেছেন।তবে আমি মনে করি চিন্তার কোনো কারণ নেই, এরা যখন এমন কোনো বিপদে পরবে যার সমাধান তাদের ধারন ক্ষমতার বাইরে, তখনই তারা আবার স্রষ্টার শক্তি স্বীকার করে ধর্মে ফিরে আসবে। কেবল কিছু দিনের অপেক্ষা আর কি।"
যুদ্ধ আমেরিকানদের ভূগোল শেখানোর God শ্বরের উপায়,1,1.0,banglasarc,যুদ্ধ আমেরিকানদের ভূগোল শেখানোর god শ্বরের উপায়,যুদ্ধ আমেরিকানদের ভূগোল শেখানোর god শ্বরের উপায়
নামে নয় কাজে বিশ্বাসী জয় বাংলা,0,0.0,banglasarc,নামে নয় কাজে বিশ্বাসী জয় বাংলা,নামে নয় কাজে বিশ্বাসী জয় বাংলা
"আমি বলিনি যে এটি আপনার দোষ ছিল, আমি বলেছিলাম আমি আপনাকে দোষ দিচ্ছি।",1,1.0,banglasarc,"আমি বলিনি যে এটি আপনার দোষ ছিল, আমি বলেছিলাম আমি আপনাকে দোষ দিচ্ছি।","আমি বলিনি যে এটি আপনার দোষ ছিল, আমি বলেছিলাম আমি আপনাকে দোষ দিচ্ছি।"
বাংলাদেশে আফগানিস্থাানের মতো মুসলিম শাসন হলে এদেশের সাংবাদিক খাবার বিক্রি করেও ভাত পাবে না। কারণ এদেশের বেশির ভাগ সাংবাদিক পুলিশের চেয়েও খারাপ।,0,0.0,banglasarc,বাংলাদেশে আফগানিস্থাানের মতো মুসলিম শাসন হলে এদেশের সাংবাদিক খাবার বিক্রি করেও ভাত পাবে না। কারণ এদেশের বেশির ভাগ সাংবাদিক পুলিশের চেয়েও খারাপ।,বাংলাদেশে আফগানিস্থাানের মতো মুসলিম শাসন হলে এদেশের সাংবাদিক খাবার বিক্রি করেও ভাত পাবে না। কারণ এদেশের বেশির ভাগ সাংবাদিক পুলিশের চেয়েও খারাপ।
"শাকিব খান , এই মহিলাকে দেশের 90% দর্শক অপছন্দ করে । যেসব মহিলারা অন্যদের সংসার ধংস করে এদেরকে ইংরেজীতে বলে Home Wreckers.এদের কেউ দেখতে পারেনা .এই  কুফা মহিলার জন্য এখন তোমার ঈদের ছবি নিয়ে struggle করতে হচ্ছে ।এই  নাকফাটা  মহিলা নিজেকে ঈদের নায়িকা দাবী করত তোমার  উপর ভর করে , এতে অন্য qualified নায়িকাদের বদদোয়া লাগছে তোমার ঊপর ।Personal relationship এর ঊপর ভিত্তি করে কাউকে too much সুযোগ দেওয়া totally injustice.Conflict of interest.God hates injustice.",0,0.0,banglasarc,"শাকিব খান , এই মহিলাকে দেশের 90% দর্শক অপছন্দ করে । যেসব মহিলারা অন্যদের সংসার ধংস করে এদেরকে ইংরেজীতে বলে home wreckers.এদের কেউ দেখতে পারেনা .এই কুফা মহিলার জন্য এখন তোমার ঈদের ছবি নিয়ে struggle করতে হচ্ছে ।এই নাকফাটা মহিলা নিজেকে ঈদের নায়িকা দাবী করত তোমার উপর ভর করে , এতে অন্য qualified নায়িকাদের বদদোয়া লাগছে তোমার ঊপর ।personal relationship এর ঊপর ভিত্তি করে কাউকে too much সুযোগ দেওয়া totally injustice.conflict of interest.god hates injustice.","শাকিব খান , এই মহিলাকে দেশের 90% দর্শক অপছন্দ করে । যেসব মহিলারা অন্যদের সংসার ধংস করে এদেরকে ইংরেজীতে বলে home wreckers.এদের কেউ দেখতে পারেনা .এই কুফা মহিলার জন্য এখন তোমার ঈদের ছবি নিয়ে struggle করতে হচ্ছে ।এই নাকফাটা মহিলা নিজেকে ঈদের নায়িকা দাবী করত তোমার উপর ভর করে , এতে অন্য qualified নায়িকাদের বদদোয়া লাগছে তোমার ঊপর ।personal relationship এর ঊপর ভিত্তি করে কাউকে too much সুযোগ দেওয়া totally injustice.conflict of interest.god hates injustice."
এগুলো না দেখিয়ে সিলেট বাসির জন্য দোয়া করেন।।,0,0.0,banglasarc,এগুলো না দেখিয়ে সিলেট বাসির জন্য দোয়া করেন।।,এগুলো না দেখিয়ে সিলেট বাসির জন্য দোয়া করেন।।
নিজেকে ভালো রাখতে হলে এটাই দরকার,0,0.0,banglasarc,নিজেকে ভালো রাখতে হলে এটাই দরকার,নিজেকে ভালো রাখতে হলে এটাই দরকার
"আমিও বিশ্ব ঘুরবো
ইনশাআল্লাহ",0,0.0,banglasarc,আমিও বিশ্ব ঘুরবো ইনশাআল্লাহ,আমিও বিশ্ব ঘুরবো ইনশাআল্লাহ
আমার পরিবার ডাঃ ফিলকে একজন চিকিত্সক প্রয়োজন।,1,1.0,banglasarc,আমার পরিবার ডাঃ ফিলকে একজন চিকিত্সক প্রয়োজন।,আমার পরিবার ডাঃ ফিলকে একজন চিকিত্সক প্রয়োজন।
"আমার যদি টাকা থাকতো,  আমি এজে এর মতো হতাম",0,0.0,banglasarc,"আমার যদি টাকা থাকতো, আমি এজে এর মতো হতাম","আমার যদি টাকা থাকতো, আমি এজে এর মতো হতাম"
আমি কি এমন ধরণের ব্যক্তির মতো দেখি যিনি ছাগলকে পিন কুশনে পরিণত করার সময় নষ্ট করেন?,1,1.0,banglasarc,আমি কি এমন ধরণের ব্যক্তির মতো দেখি যিনি ছাগলকে পিন কুশনে পরিণত করার সময় নষ্ট করেন?,আমি কি এমন ধরণের ব্যক্তির মতো দেখি যিনি ছাগলকে পিন কুশনে পরিণত করার সময় নষ্ট করেন?
"""আমার জীবন স্ন্যাকস দ্বারা পৃথক করা বিশ্রী এবং অপমানজনক মুহুর্তগুলির একটি সিরিজ।""",1,1.0,banglasarc,"""আমার জীবন স্ন্যাকস দ্বারা পৃথক করা বিশ্রী এবং অপমানজনক মুহুর্তগুলির একটি সিরিজ।""","""আমার জীবন স্ন্যাকস দ্বারা পৃথক করা বিশ্রী এবং অপমানজনক মুহুর্তগুলির একটি সিরিজ।"""
"""আমি নির্দেশাবলী নিয়ে এসে গেলেও আপনি আমাকে পরিচালনা করতে পারবেন না।""",1,1.0,banglasarc,"""আমি নির্দেশাবলী নিয়ে এসে গেলেও আপনি আমাকে পরিচালনা করতে পারবেন না।""","""আমি নির্দেশাবলী নিয়ে এসে গেলেও আপনি আমাকে পরিচালনা করতে পারবেন না।"""
কথাটা হয়তো সঠিক কিন্তু সবার ক্ষেত্রে এক নাও হতে পারে কারণ সবার চিন্তা ভাবনা এক নয়,0,0.0,banglasarc,কথাটা হয়তো সঠিক কিন্তু সবার ক্ষেত্রে এক নাও হতে পারে কারণ সবার চিন্তা ভাবনা এক নয়,কথাটা হয়তো সঠিক কিন্তু সবার ক্ষেত্রে এক নাও হতে পারে কারণ সবার চিন্তা ভাবনা এক নয়
ভালো ছিলো। তবে ভাবছিলাম বইটা আরো মোটা হবে।,0,0.0,banglasarc,ভালো ছিলো। তবে ভাবছিলাম বইটা আরো মোটা হবে।,ভালো ছিলো। তবে ভাবছিলাম বইটা আরো মোটা হবে।
বিশ্বাস করতে পারি না এটি দেখতে আমাকে এ পর্যন্ত স্ক্রোল করতে হয়েছিল,1,1.0,banglasarc,বিশ্বাস করতে পারি না এটি দেখতে আমাকে এ পর্যন্ত স্ক্রোল করতে হয়েছিল,বিশ্বাস করতে পারি না এটি দেখতে আমাকে এ পর্যন্ত স্ক্রোল করতে হয়েছিল
সিলেটের বন্যা ২০০৪ ও ১৯৮৮ সালের বন্যাকেও ছাড়িয়ে গেছে।,0,0.0,banglasarc,সিলেটের বন্যা ২০০৪ ও ১৯৮৮ সালের বন্যাকেও ছাড়িয়ে গেছে।,সিলেটের বন্যা ২০০৪ ও ১৯৮৮ সালের বন্যাকেও ছাড়িয়ে গেছে।
"এই দালালের বাচ্চারা টিক টক ভিডিও দেখসনা কার কন্ঠ কার লগে, কার মাথা কার বুকে রাখা যায়।ফাওল,জালিমের দালাল কোথাকার জানি কোন হেনকার।",0,0.0,banglasarc,"এই দালালের বাচ্চারা টিক টক ভিডিও দেখসনা কার কন্ঠ কার লগে, কার মাথা কার বুকে রাখা যায়।ফাওল,জালিমের দালাল কোথাকার জানি কোন হেনকার।","এই দালালের বাচ্চারা টিক টক ভিডিও দেখসনা কার কন্ঠ কার লগে, কার মাথা কার বুকে রাখা যায়।ফাওল,জালিমের দালাল কোথাকার জানি কোন হেনকার।"
"অপূর্ণতা সৌন্দর্য, উন্মাদনা প্রতিভা এবং একেবারে বিরক্তিকর চেয়ে একেবারে হাস্যকর হওয়া ভাল।",1,1.0,banglasarc,"অপূর্ণতা সৌন্দর্য, উন্মাদনা প্রতিভা এবং একেবারে বিরক্তিকর চেয়ে একেবারে হাস্যকর হওয়া ভাল।","অপূর্ণতা সৌন্দর্য, উন্মাদনা প্রতিভা এবং একেবারে বিরক্তিকর চেয়ে একেবারে হাস্যকর হওয়া ভাল।"
আপনার বাচ্চাদের ট্যাক্স সম্পর্কে শেখানোর সর্বোত্তম উপায় হ'ল তাদের আইসক্রিমের 30 শতাংশ খাওয়া।,1,1.0,banglasarc,আপনার বাচ্চাদের ট্যাক্স সম্পর্কে শেখানোর সর্বোত্তম উপায় হ'ল তাদের আইসক্রিমের 30 শতাংশ খাওয়া।,আপনার বাচ্চাদের ট্যাক্স সম্পর্কে শেখানোর সর্বোত্তম উপায় হ'ল তাদের আইসক্রিমের 30 শতাংশ খাওয়া।
"কিছু দিন আপনি কবুতর, এবং কিছু দিন আপনি মূর্তি",1,1.0,banglasarc,"কিছু দিন আপনি কবুতর, এবং কিছু দিন আপনি মূর্তি","কিছু দিন আপনি কবুতর, এবং কিছু দিন আপনি মূর্তি"
আমিন,0,0.0,banglasarc,আমিন,আমিন
আমি ভাগ্যে বিশ্বাস করি: আপনি যাদের পছন্দ করেন না তাদের সাফল্য কীভাবে ব্যাখ্যা করতে পারেন?,1,1.0,banglasarc,আমি ভাগ্যে বিশ্বাস করি: আপনি যাদের পছন্দ করেন না তাদের সাফল্য কীভাবে ব্যাখ্যা করতে পারেন?,আমি ভাগ্যে বিশ্বাস করি: আপনি যাদের পছন্দ করেন না তাদের সাফল্য কীভাবে ব্যাখ্যা করতে পারেন?
"একজন বলেছিল ছাগলকে দিয়ে হাল চাষ হয় না । কথা আসলে কি, এতদিন বুঝতে না পারলে ও , আজ ঠিক বুঝতে পেরেছি ।",0,0.0,banglasarc,"একজন বলেছিল ছাগলকে দিয়ে হাল চাষ হয় না । কথা আসলে কি, এতদিন বুঝতে না পারলে ও , আজ ঠিক বুঝতে পেরেছি ।","একজন বলেছিল ছাগলকে দিয়ে হাল চাষ হয় না । কথা আসলে কি, এতদিন বুঝতে না পারলে ও , আজ ঠিক বুঝতে পেরেছি ।"
ইতিহাস আমাদের শিখিয়েছে যে পুরুষ এবং জাতিগুলি অন্য সমস্ত বিকল্পগুলি শেষ করে দেওয়ার পরে বুদ্ধিমানের সাথে আচরণ করে।,1,1.0,banglasarc,ইতিহাস আমাদের শিখিয়েছে যে পুরুষ এবং জাতিগুলি অন্য সমস্ত বিকল্পগুলি শেষ করে দেওয়ার পরে বুদ্ধিমানের সাথে আচরণ করে।,ইতিহাস আমাদের শিখিয়েছে যে পুরুষ এবং জাতিগুলি অন্য সমস্ত বিকল্পগুলি শেষ করে দেওয়ার পরে বুদ্ধিমানের সাথে আচরণ করে।
আপনার পরিবারকে এত ভাল করেই জেনে রাখা হয়েছে যে আপনি তাদের পদক্ষেপের শব্দে কে আসছেন তা আপনি তৈরি করতে পারেন,1,1.0,banglasarc,আপনার পরিবারকে এত ভাল করেই জেনে রাখা হয়েছে যে আপনি তাদের পদক্ষেপের শব্দে কে আসছেন তা আপনি তৈরি করতে পারেন,আপনার পরিবারকে এত ভাল করেই জেনে রাখা হয়েছে যে আপনি তাদের পদক্ষেপের শব্দে কে আসছেন তা আপনি তৈরি করতে পারেন
পিংক কালারের চান্দ মামা 👀,0,0.0,banglasarc,পিংক কালারের চান্দ মামা 👀,পিংক কালারের চান্দ মামা 👀
যদি কিছু ভুল হতে পারে তবে তা হবে।,1,1.0,banglasarc,যদি কিছু ভুল হতে পারে তবে তা হবে।,যদি কিছু ভুল হতে পারে তবে তা হবে।
দোয়া করি এমনই থাকেন,0,0.0,banglasarc,দোয়া করি এমনই থাকেন,দোয়া করি এমনই থাকেন
আপনি ভাল আকারে থাকবেন ... যদি আপনি আপনার মুখের মতো দৌড়ে যান।,1,1.0,banglasarc,আপনি ভাল আকারে থাকবেন ... যদি আপনি আপনার মুখের মতো দৌড়ে যান।,আপনি ভাল আকারে থাকবেন ... যদি আপনি আপনার মুখের মতো দৌড়ে যান।
যে কেউ তাদের অবাক করে না বলে আমাদের অফিসে কাজ করার চেষ্টা করা উচিত।,1,1.0,banglasarc,যে কেউ তাদের অবাক করে না বলে আমাদের অফিসে কাজ করার চেষ্টা করা উচিত।,যে কেউ তাদের অবাক করে না বলে আমাদের অফিসে কাজ করার চেষ্টা করা উচিত।
একটি কালো ভেড়া ছাড়া একটি পরিবার একটি সাধারণ পরিবার নয়।,1,1.0,banglasarc,একটি কালো ভেড়া ছাড়া একটি পরিবার একটি সাধারণ পরিবার নয়।,একটি কালো ভেড়া ছাড়া একটি পরিবার একটি সাধারণ পরিবার নয়।
মাত্র ৫ মাসেই যে অবস্থা শুরু হয়েছে আবার বছরের পর বছর?,0,0.0,banglasarc,মাত্র ৫ মাসেই যে অবস্থা শুরু হয়েছে আবার বছরের পর বছর?,মাত্র ৫ মাসেই যে অবস্থা শুরু হয়েছে আবার বছরের পর বছর?
আমি পাগল নই!কণ্ঠস্বর আমাকে বলে আমি পুরোপুরি বুদ্ধিমান,1,1.0,banglasarc,আমি পাগল নই!কণ্ঠস্বর আমাকে বলে আমি পুরোপুরি বুদ্ধিমান,আমি পাগল নই!কণ্ঠস্বর আমাকে বলে আমি পুরোপুরি বুদ্ধিমান
নুনু,0,0.0,banglasarc,নুনু,নুনু
"আমাদের অফিসের ঠিকানাঃ নতুন জুরাইন, পোস্তগোলা, আলমবাগ, ঢাকা- ১২০৪",0,0.0,banglasarc,"আমাদের অফিসের ঠিকানাঃ নতুন জুরাইন, পোস্তগোলা, আলমবাগ, ঢাকা- ১২০৪","আমাদের অফিসের ঠিকানাঃ নতুন জুরাইন, পোস্তগোলা, আলমবাগ, ঢাকা- ১২০৪"
দোয়া রইল,0,0.0,banglasarc,দোয়া রইল,দোয়া রইল
কত কিছু দেখে বিশ্বাস করেছো তুমি? তুমি যাকে বাবা বলে মানছো তুমি কি সিওর সে ই তোমার বাবা? শোন সব দেখে বিশ্বাস করা যায়না। কিছু জিনিস অদৃশ্যেই বিশ্বাস করতে হয়। এটাই নিয়ম। আশা করছি তুমি তোমার ভুল বুঝতে পারবে।,0,0.0,banglasarc,কত কিছু দেখে বিশ্বাস করেছো তুমি? তুমি যাকে বাবা বলে মানছো তুমি কি সিওর সে ই তোমার বাবা? শোন সব দেখে বিশ্বাস করা যায়না। কিছু জিনিস অদৃশ্যেই বিশ্বাস করতে হয়। এটাই নিয়ম। আশা করছি তুমি তোমার ভুল বুঝতে পারবে।,কত কিছু দেখে বিশ্বাস করেছো তুমি? তুমি যাকে বাবা বলে মানছো তুমি কি সিওর সে ই তোমার বাবা? শোন সব দেখে বিশ্বাস করা যায়না। কিছু জিনিস অদৃশ্যেই বিশ্বাস করতে হয়। এটাই নিয়ম। আশা করছি তুমি তোমার ভুল বুঝতে পারবে।
"এত সহজে কিভাবে ট্রিগারড হয় মানুষ বুঝিনা।আমার নিজের লাইক ই দেওয়া নাই এই পেজে। এসব অভিনেত্রী কোন ক্লাস এর ই না৷ অথচ আপনারাই এদেরকে মাথায় তোলেন, আবার সে স্বাধীন গনতান্ত্রিক দেশে একটা কথা বলেছে যে কথায় সে কোনো ধরম কে অপমান করেনি, সেখানে কেন আপনারা গালাগালি করছেন বুঝিনা।আপনাদের জন্য ই ধরমের বদনাম হয়। আপনাদের জন্য ই আমার নাস্তিক বন্ধু আমাকে মেসেজ দিতে পারে এই বলে যে, দেখো তোমার মুমিন ভাই দের কাজ সাফার পেজ এ যায়া।।৷ রেখেছ বাংগালী করে মাগো, মানুষ করতে পারোনি",0,0.0,banglasarc,"এত সহজে কিভাবে ট্রিগারড হয় মানুষ বুঝিনা।আমার নিজের লাইক ই দেওয়া নাই এই পেজে। এসব অভিনেত্রী কোন ক্লাস এর ই না৷ অথচ আপনারাই এদেরকে মাথায় তোলেন, আবার সে স্বাধীন গনতান্ত্রিক দেশে একটা কথা বলেছে যে কথায় সে কোনো ধরম কে অপমান করেনি, সেখানে কেন আপনারা গালাগালি করছেন বুঝিনা।আপনাদের জন্য ই ধরমের বদনাম হয়। আপনাদের জন্য ই আমার নাস্তিক বন্ধু আমাকে মেসেজ দিতে পারে এই বলে যে, দেখো তোমার মুমিন ভাই দের কাজ সাফার পেজ এ যায়া।।৷ রেখেছ বাংগালী করে মাগো, মানুষ করতে পারোনি","এত সহজে কিভাবে ট্রিগারড হয় মানুষ বুঝিনা।আমার নিজের লাইক ই দেওয়া নাই এই পেজে। এসব অভিনেত্রী কোন ক্লাস এর ই না৷ অথচ আপনারাই এদেরকে মাথায় তোলেন, আবার সে স্বাধীন গনতান্ত্রিক দেশে একটা কথা বলেছে যে কথায় সে কোনো ধরম কে অপমান করেনি, সেখানে কেন আপনারা গালাগালি করছেন বুঝিনা।আপনাদের জন্য ই ধরমের বদনাম হয়। আপনাদের জন্য ই আমার নাস্তিক বন্ধু আমাকে মেসেজ দিতে পারে এই বলে যে, দেখো তোমার মুমিন ভাই দের কাজ সাফার পেজ এ যায়া।।৷ রেখেছ বাংগালী করে মাগো, মানুষ করতে পারোনি"
এছাড়াও অনলাইনে অর্ডার করতে ক্লিক করুন:,0,0.0,banglasarc,এছাড়াও অনলাইনে অর্ডার করতে ক্লিক করুন:,এছাড়াও অনলাইনে অর্ডার করতে ক্লিক করুন:
"একদিন আম ফুরিয়ে যাবে,গোলাপ শুকিয়ে যাবে। খাটি সরিষার তেল সেটা তো রয়ে যাবে।",0,0.0,banglasarc,"একদিন আম ফুরিয়ে যাবে,গোলাপ শুকিয়ে যাবে। খাটি সরিষার তেল সেটা তো রয়ে যাবে।","একদিন আম ফুরিয়ে যাবে,গোলাপ শুকিয়ে যাবে। খাটি সরিষার তেল সেটা তো রয়ে যাবে।"
এত সুন্দর লাগে,0,0.0,banglasarc,এত সুন্দর লাগে,এত সুন্দর লাগে
বিশাল হাওরে ছাত্রলীগ/যুবলীগ কে নিয়ে কৃষকের ধান কেটে দিচ্ছেন রাষ্ট্রপতি পুত্র মাননীয় সংসদ সদস্য জননেতা রেজয়ান আহমেদ য়ারেক ভাই ❤️,0,0.0,banglasarc,বিশাল হাওরে ছাত্রলীগ/যুবলীগ কে নিয়ে কৃষকের ধান কেটে দিচ্ছেন রাষ্ট্রপতি পুত্র মাননীয় সংসদ সদস্য জননেতা রেজয়ান আহমেদ য়ারেক ভাই ❤️,বিশাল হাওরে ছাত্রলীগ/যুবলীগ কে নিয়ে কৃষকের ধান কেটে দিচ্ছেন রাষ্ট্রপতি পুত্র মাননীয় সংসদ সদস্য জননেতা রেজয়ান আহমেদ য়ারেক ভাই ❤️
আমি ভেবেছিলাম আমি বোকা পিনাকল দেখেছি ... তখন আমি তোমার সাথে দেখা করেছি।,1,1.0,banglasarc,আমি ভেবেছিলাম আমি বোকা পিনাকল দেখেছি ... তখন আমি তোমার সাথে দেখা করেছি।,আমি ভেবেছিলাম আমি বোকা পিনাকল দেখেছি ... তখন আমি তোমার সাথে দেখা করেছি।
"দিনরাত কষ্ট করে খেয়ে না খেয়ে অনেক গরিব মানুষ গরু মোটাতাজা করে, কিন্তু এবার বন্যায় দাম পড়ে যাবে!",0,0.0,banglasarc,"দিনরাত কষ্ট করে খেয়ে না খেয়ে অনেক গরিব মানুষ গরু মোটাতাজা করে, কিন্তু এবার বন্যায় দাম পড়ে যাবে!","দিনরাত কষ্ট করে খেয়ে না খেয়ে অনেক গরিব মানুষ গরু মোটাতাজা করে, কিন্তু এবার বন্যায় দাম পড়ে যাবে!"
হ্যাঁ তবে তারা বাদামি মানুষ তাই তাদের প্রতি সহানুভূতি করা আরও কঠিন,1,1.0,banglasarc,হ্যাঁ তবে তারা বাদামি মানুষ তাই তাদের প্রতি সহানুভূতি করা আরও কঠিন,হ্যাঁ তবে তারা বাদামি মানুষ তাই তাদের প্রতি সহানুভূতি করা আরও কঠিন
